title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Woody plant vegetation structure,"Structure measurements, including height, crown diameter, and stem diameter, as well as mapped position of individual woody plants",january 2014,"NEON (National Ecological Observatory Network). Woody plant vegetation structure, RELEASE-2021 (DP1.10098.001). https://doi.org/10.48443/e3qn-xw47. Dataset accessed from https://data.neonscience.org on May 5, 2021","vegetation",CC-BY,The National Ecological Observatory Network is a major facility fully funded by the National Science Foundation,NEON Domain areas DO1:DO9,47.16582,-66.82463,17.95570,-99.11107,NA,2015-05-18,2018-11-16
